Geographic Area Name,Zone,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available,Transportation_type
Census Tract 547,Ridgewood,980,352,246,0,public_transport
Census Tract 548,Queens Village,33,163,158,90,public_transport
Census Tract 549,Ridgewood,1591,471,15,0,public_transport
Census Tract 551,Ridgewood,1180,383,0,0,public_transport
Census Tract 552,Queens Village,287,102,14,80,public_transport
Census Tract 553,Ridgewood,691,177,28,16,public_transport
Census Tract 554,Queens Village,86,294,77,90,public_transport
Census Tract 555,Ridgewood,457,350,31,13,public_transport
Census Tract 556,Queens Village,46,201,94,7,public_transport
Census Tract 557,Ridgewood,650,751,110,45,public_transport
Census Tract 558,Queens Village,69,22,268,36,public_transport
Census Tract 559,Ridgewood,382,127,0,5,public_transport
Census Tract 560,Queens Village,20,55,70,14,public_transport
Census Tract 561,Forest Park/Highland Park,0,0,0,8,public_transport
Census Tract 562,Queens Village,0,40,45,76,public_transport
Census Tract 564,Queens Village,67,159,28,0,public_transport
Census Tract 565,Glendale,262,111,42,2,public_transport
Census Tract 566,Queens Village,27,133,76,28,public_transport
Census Tract 567,Glendale,287,415,116,118,public_transport
Census Tract 568,Queens Village,209,210,183,48,public_transport
Census Tract 577,Glendale,518,162,98,0,public_transport
Census Tract 579,Glendale,130,232,88,59,public_transport
Census Tract 580,Queens Village,86,173,178,260,public_transport
Census Tract 581,Ridgewood,423,318,110,13,public_transport
Census Tract 582,Queens Village,67,594,210,244,public_transport
Census Tract 583,Ridgewood,441,402,46,68,public_transport
Census Tract 585,Ridgewood,659,715,63,38,public_transport
Census Tract 587,Ridgewood,442,473,127,47,public_transport
Census Tract 589,Ridgewood,1143,551,11,55,public_transport
Census Tract 590,Cambria Heights,13,44,125,37,public_transport
Census Tract 591,Ridgewood,1049,272,94,107,public_transport
Census Tract 592,Cambria Heights,46,26,69,90,public_transport
Census Tract 593,Ridgewood,586,535,58,40,public_transport
Census Tract 594,Cambria Heights,47,142,95,66,public_transport
Census Tract 595.01,Ridgewood,331,247,22,0,public_transport
Census Tract 595.02,Ridgewood,314,142,47,127,public_transport
Census Tract 596,Cambria Heights,42,81,37,32,public_transport
Census Tract 598,Cambria Heights,111,112,163,0,public_transport
Census Tract 599,Maspeth,135,76,98,18,public_transport
Census Tract 600,Cambria Heights,41,74,32,3,public_transport
Census Tract 601,Maspeth,147,200,28,15,public_transport
Census Tract 603,Middle Village,115,88,128,29,public_transport
Census Tract 606,Cambria Heights,9,113,23,61,public_transport
Census Tract 607.01,Middle Village,0,14,0,0,public_transport
Census Tract 608,Cambria Heights,27,208,48,48,public_transport
Census Tract 610,Cambria Heights,23,24,4,93,public_transport
Census Tract 612,Cambria Heights,36,106,152,27,public_transport
Census Tract 613.01,Ridgewood,1036,409,170,55,public_transport
Census Tract 614,Cambria Heights,19,62,78,83,public_transport
Census Tract 616.01,Laurelton,4,72,106,42,public_transport
Census Tract 616.02,Rosedale,16,0,84,6,public_transport
Census Tract 618,Laurelton,47,116,75,0,public_transport
Census Tract 619,Middle Village,187,238,253,111,public_transport
Census Tract 620,Laurelton,13,0,142,11,public_transport
Census Tract 621,Middle Village,114,284,88,0,public_transport
Census Tract 622,Cambria Heights,28,88,130,77,public_transport
Census Tract 623,Glendale,134,120,100,22,public_transport
Census Tract 625,Glendale,119,172,39,13,public_transport
Census Tract 626,Laurelton,42,189,111,31,public_transport
Census Tract 627,Glendale,244,296,56,9,public_transport
Census Tract 629,Glendale,450,288,78,22,public_transport
Census Tract 630,Laurelton,36,25,63,34,public_transport
Census Tract 632,Laurelton,75,207,136,91,public_transport
Census Tract 633.01,Glendale,50,80,86,44,public_transport
Census Tract 633.02,Glendale,66,198,119,0,public_transport
Census Tract 635,Glendale,83,174,81,54,public_transport
Census Tract 637,Glendale,75,117,53,86,public_transport
Census Tract 638,Rosedale,58,179,270,58,public_transport
Census Tract 639,Glendale,218,201,103,0,public_transport
Census Tract 641.01,Woodhaven,48,287,154,11,public_transport
Census Tract 645,Forest Hills,138,179,128,7,public_transport
Census Tract 646,Laurelton,136,316,49,146,public_transport
Census Tract 650,Laurelton,8,115,85,132,public_transport
Census Tract 654.01,Rosedale,154,137,196,67,public_transport
Census Tract 654.02,Rosedale,0,0,0,7,public_transport
Census Tract 656,Rosedale,384,69,123,242,public_transport
Census Tract 657.02,Middle Village,117,184,28,12,public_transport
Census Tract 657.03,Middle Village,111,130,28,37,public_transport
Census Tract 659,Middle Village,106,198,102,17,public_transport
Census Tract 660,Rosedale,102,326,45,73,public_transport
Census Tract 661,Middle Village,15,91,120,54,public_transport
Census Tract 663.01,Middle Village,80,221,81,80,public_transport
Census Tract 664.01,Rosedale,85,96,104,50,public_transport
Census Tract 664.02,Rosedale,48,167,91,0,public_transport
Census Tract 664.03,Rosedale,367,99,163,38,public_transport
Census Tract 665.01,Middle Village,102,377,163,103,public_transport
Census Tract 667.01,Middle Village,311,109,97,11,public_transport
Census Tract 669,Middle Village,43,196,55,6,public_transport
Census Tract 671,Middle Village,25,195,91,85,public_transport
Census Tract 677,Middle Village,42,90,79,17,public_transport
Census Tract 679,Middle Village,470,427,241,33,public_transport
Census Tract 680,Springfield Gardens South,172,558,147,101,public_transport
Census Tract 682,Laurelton,34,113,87,4,public_transport
Census Tract 683,Elmhurst,695,401,9,0,public_transport
Census Tract 687,Rego Park,717,657,20,10,public_transport
Census Tract 690,Springfield Gardens South,151,366,211,55,public_transport
Census Tract 693,Rego Park,326,315,42,10,public_transport
Census Tract 694,Springfield Gardens South,103,151,88,29,public_transport
Census Tract 695,Rego Park,241,224,178,12,public_transport
Census Tract 697.01,Rego Park,511,519,64,55,public_transport
Census Tract 697.02,Rego Park,39,266,226,40,public_transport
Census Tract 703,Rego Park,153,241,33,0,public_transport
Census Tract 707,Forest Hills,38,302,142,0,public_transport
Census Tract 709,Forest Hills,367,415,143,74,public_transport
Census Tract 711,Forest Hills,683,768,133,0,public_transport
Census Tract 713.03,Forest Hills,1073,670,56,0,public_transport
Census Tract 713.04,Forest Hills,618,648,32,0,public_transport
Census Tract 713.05,Forest Hills,795,667,31,0,public_transport
Census Tract 713.06,Forest Hills,1515,782,97,89,public_transport
Census Tract 717.01,Rego Park,887,441,17,0,public_transport
Census Tract 717.02,Rego Park,820,588,91,0,public_transport
Census Tract 719,Forest Hills,345,89,122,0,public_transport
Census Tract 721,Forest Hills,397,635,181,56,public_transport
Census Tract 723,Forest Hills,49,197,80,0,public_transport
Census Tract 729,Forest Hills,107,337,14,21,public_transport
Census Tract 731,Forest Hills,19,141,56,30,public_transport
Census Tract 737,Forest Hills,423,152,18,11,public_transport
Census Tract 739,Forest Hills,588,669,92,0,public_transport
Census Tract 741,Forest Hills,354,348,227,8,public_transport
Census Tract 743,Forest Hills,338,524,73,0,public_transport
Census Tract 745,Forest Hills,316,408,0,0,public_transport
Census Tract 747,Forest Hills,187,557,13,0,public_transport
Census Tract 749,Forest Hills,12,127,71,16,public_transport
Census Tract 757.01,Forest Hills,723,730,96,0,public_transport
Census Tract 757.02,Forest Hills,672,575,90,0,public_transport
Census Tract 769.01,Forest Hills,754,584,14,0,public_transport
Census Tract 769.02,Forest Hills,239,139,13,0,public_transport
Census Tract 773,Kew Gardens,357,226,49,27,public_transport
Census Tract 775,Kew Gardens,132,185,38,0,public_transport
Census Tract 779.02,Kew Gardens Hills,347,204,116,27,public_transport
Census Tract 779.03,Kew Gardens Hills,240,350,54,42,public_transport
Census Tract 779.04,Kew Gardens Hills,425,357,370,0,public_transport
Census Tract 779.05,Kew Gardens Hills,146,321,50,13,public_transport
Census Tract 779.06,Kew Gardens Hills,176,355,14,0,public_transport
Census Tract 779.07,Kew Gardens Hills,143,165,85,74,public_transport
Census Tract 779.08,Kew Gardens Hills,217,421,70,0,public_transport
Census Tract 788,Baisley Park,8,254,101,7,public_transport
Census Tract 790,Baisley Park,44,255,162,41,public_transport
Census Tract 792,Baisley Park,29,114,78,84,public_transport
Census Tract 797.01,Flushing,556,418,38,0,public_transport
Census Tract 797.02,Flushing,276,224,42,24,public_transport
Census Tract 799,Queensboro Hill,71,225,85,40,public_transport
Census Tract 803.01,Queensboro Hill,349,277,40,34,public_transport
Census Tract 803.02,Queensboro Hill,95,245,186,59,public_transport
Census Tract 809,Kew Gardens Hills,422,625,120,21,public_transport
Census Tract 814,South Ozone Park,136,154,60,40,public_transport
Census Tract 818,South Ozone Park,105,246,87,91,public_transport
Census Tract 837,Queensboro Hill,284,632,144,16,public_transport
Census Tract 838,South Ozone Park,131,372,260,165,public_transport
Census Tract 840,South Ozone Park,297,359,302,52,public_transport
Census Tract 845,Flushing,657,207,20,24,public_transport
Census Tract 846.01,South Ozone Park,43,164,111,87,public_transport
Census Tract 846.02,South Ozone Park,0,28,62,90,public_transport
Census Tract 849.01,Flushing,137,43,57,0,public_transport
Census Tract 849.02,Flushing,457,133,0,0,public_transport
Census Tract 853,Flushing,515,176,125,0,public_transport
Census Tract 855,Flushing,850,222,10,21,public_transport
Census Tract 857,Flushing,1091,271,70,28,public_transport
Census Tract 859,Flushing,889,470,60,14,public_transport
Census Tract 861,East Flushing,127,210,38,39,public_transport
Census Tract 863,Murray Hill-Queens,1104,355,0,0,public_transport
Census Tract 864,South Ozone Park,37,237,110,30,public_transport
Census Tract 865,Flushing,1086,286,24,0,public_transport
Census Tract 869,Flushing,267,96,9,0,public_transport
Census Tract 871,Flushing,483,168,6,42,public_transport
Census Tract 884,Howard Beach,166,344,160,124,public_transport
Census Tract 889.02,Flushing,765,517,36,0,public_transport
Census Tract 889.03,Flushing,169,584,82,0,public_transport
Census Tract 892.01,Howard Beach,171,75,529,171,public_transport
Census Tract 907,College Point,21,124,67,12,public_transport
Census Tract 916.03,Breezy Point/Fort Tilden/Riis Beach,0,43,29,125,public_transport
Census Tract 919,College Point,187,383,129,156,public_transport
Census Tract 922,Rockaway Park,15,59,124,20,public_transport
Census Tract 925,College Point,338,235,0,24,public_transport
Census Tract 928,Rockaway Park,0,21,180,21,public_transport
Census Tract 929,College Point,75,302,434,56,public_transport
Census Tract 934.01,Rockaway Park,45,115,75,281,public_transport
Census Tract 934.02,Rockaway Park,219,91,26,67,public_transport
Census Tract 938,Rockaway Park,114,314,136,17,public_transport
Census Tract 939,College Point,185,279,307,39,public_transport
Census Tract 942.01,Rockaway Park,159,393,37,0,public_transport
Census Tract 942.02,Hammels/Arverne,337,220,84,0,public_transport
Census Tract 942.03,Hammels/Arverne,450,484,174,15,public_transport
Census Tract 945,College Point,34,168,90,0,public_transport
Census Tract 947,College Point,155,191,59,49,public_transport
Census Tract 954,Hammels/Arverne,293,665,253,86,public_transport
Census Tract 964,Hammels/Arverne,380,569,264,27,public_transport
Census Tract 972.02,Hammels/Arverne,398,86,18,0,public_transport
Census Tract 972.04,Hammels/Arverne,412,114,169,0,public_transport
Census Tract 972.05,Hammels/Arverne,215,77,105,0,public_transport
Census Tract 972.06,Hammels/Arverne,358,92,0,0,public_transport
Census Tract 973,Whitestone,28,33,95,91,public_transport
Census Tract 981,Whitestone,0,41,55,4,public_transport
Census Tract 987,Whitestone,12,53,47,28,public_transport
Census Tract 991,Whitestone,117,239,211,85,public_transport
Census Tract 992,Hammels/Arverne,241,50,27,0,public_transport
Census Tract 997.01,Bay Terrace/Fort Totten,0,84,119,94,public_transport
Census Tract 997.03,Bay Terrace/Fort Totten,61,81,135,10,public_transport
Census Tract 997.04,Bay Terrace/Fort Totten,46,205,91,43,public_transport
Census Tract 997.05,Bay Terrace/Fort Totten,0,99,240,56,public_transport
Census Tract 998.01,Far Rockaway,691,881,202,47,public_transport
Census Tract 998.02,Far Rockaway,491,192,18,0,public_transport
Census Tract 1008.01,Jamaica Bay,2,92,146,0,public_transport
Census Tract 1008.03,Far Rockaway,199,450,95,0,public_transport
Census Tract 1008.04,Far Rockaway,205,360,104,162,public_transport
Census Tract 1010.02,Far Rockaway,62,40,135,25,public_transport
Census Tract 1010.03,Far Rockaway,350,192,27,103,public_transport
Census Tract 1010.04,Far Rockaway,259,200,109,0,public_transport
Census Tract 1017,Bay Terrace/Fort Totten,86,326,209,144,public_transport
Census Tract 1029,Whitestone,0,147,216,25,public_transport
Census Tract 1032.01,Far Rockaway,470,325,143,155,public_transport
Census Tract 1032.02,Far Rockaway,399,338,27,24,public_transport
Census Tract 1033,Whitestone,51,262,89,87,public_transport
Census Tract 1039,Whitestone,194,68,136,23,public_transport
Census Tract 1047,Murray Hill-Queens,109,587,287,19,public_transport
Census Tract 1059,Murray Hill-Queens,25,135,97,49,public_transport
Census Tract 1072.01,Jamaica Bay,8,44,33,40,public_transport
Census Tract 1085,Bayside,8,77,88,61,public_transport
Census Tract 1093,Bayside,34,116,100,68,public_transport
Census Tract 1097,Bayside,39,104,64,47,public_transport
Census Tract 1099,Bayside,10,171,133,0,public_transport
Census Tract 1113,Bayside,6,144,58,64,public_transport
Census Tract 1123,Bayside,28,159,103,15,public_transport
Census Tract 1129,Bayside,15,209,94,7,public_transport
Census Tract 1133,Bayside,17,180,56,29,public_transport
Census Tract 1139,Auburndale,52,236,190,54,public_transport
Census Tract 1141,Murray Hill-Queens,8,134,206,76,public_transport
Census Tract 1147,Murray Hill-Queens,19,105,58,15,public_transport
Census Tract 1151,Murray Hill-Queens,5,24,8,28,public_transport
Census Tract 1155,Murray Hill-Queens,55,162,120,104,public_transport
Census Tract 1157,Murray Hill-Queens,106,192,48,114,public_transport
Census Tract 1159,Murray Hill-Queens,234,149,96,0,public_transport
Census Tract 1161,Flushing,200,249,68,0,public_transport
