Geographic Area Name,Zone,"Earnings $1 to $9,999 or loss","Earnings $10,000 to $14,999","Earnings $15,000 to $24,999","Earnings $25,000 to $34,999","Earnings!!$35,000 to $49,999","Earnings $50,000 to $64,999","earnings $65,000 to $74,999","earnings $75,000 or more",Transportation_type
Census Tract 596,Cambria Heights,46,10,17,0,44,54,0,92,drove_alone
Census Tract 598,Cambria Heights,13,11,49,62,58,16,23,163,drove_alone
Census Tract 599,Maspeth,29,6,0,41,16,53,5,80,drove_alone
Census Tract 600,Cambria Heights,25,37,34,45,36,29,21,73,drove_alone
Census Tract 601,Maspeth,2,14,13,3,49,137,87,193,drove_alone
Census Tract 603,Middle Village,24,21,50,50,70,12,25,214,drove_alone
Census Tract 606,Cambria Heights,55,2,0,41,83,81,15,76,drove_alone
Census Tract 608,Cambria Heights,19,40,30,63,86,31,13,78,drove_alone
Census Tract 610,Cambria Heights,45,15,35,54,96,36,49,185,drove_alone
Census Tract 612,Cambria Heights,11,0,38,17,117,181,39,219,drove_alone
Census Tract 613.01,Ridgewood,9,9,51,115,74,143,30,126,drove_alone
Census Tract 614,Cambria Heights,4,18,27,71,62,60,24,80,drove_alone
Census Tract 616.01,Laurelton,21,13,32,210,143,57,70,272,drove_alone
Census Tract 616.02,Rosedale,29,13,25,33,28,54,31,87,drove_alone
Census Tract 618,Laurelton,18,44,14,0,105,78,16,172,drove_alone
Census Tract 619,Middle Village,43,17,77,83,135,420,56,109,drove_alone
Census Tract 620,Laurelton,13,0,41,31,106,55,70,132,drove_alone
Census Tract 621,Middle Village,42,57,41,222,207,2,49,192,drove_alone
Census Tract 622,Cambria Heights,98,17,34,62,171,93,59,258,drove_alone
Census Tract 623,Glendale,17,16,9,0,92,106,20,111,drove_alone
Census Tract 625,Glendale,57,19,45,82,79,85,79,154,drove_alone
Census Tract 626,Laurelton,26,57,31,32,176,111,57,234,drove_alone
Census Tract 627,Glendale,38,0,28,100,23,92,66,121,drove_alone
Census Tract 629,Glendale,31,7,46,87,71,49,27,141,drove_alone
Census Tract 630,Laurelton,40,0,28,82,56,45,55,148,drove_alone
Census Tract 632,Laurelton,49,32,59,55,96,152,43,209,drove_alone
Census Tract 633.01,Glendale,21,18,48,36,59,142,11,92,drove_alone
Census Tract 633.02,Glendale,0,4,20,77,148,23,23,101,drove_alone
Census Tract 635,Glendale,29,62,35,66,72,72,35,195,drove_alone
Census Tract 637,Glendale,16,84,92,66,63,155,53,202,drove_alone
Census Tract 638,Rosedale,64,47,37,147,140,124,35,327,drove_alone
Census Tract 639,Glendale,67,17,53,204,117,158,50,206,drove_alone
Census Tract 641.01,Woodhaven,25,5,22,18,128,94,13,89,drove_alone
Census Tract 645,Forest Hills,7,0,49,5,23,18,0,109,drove_alone
Census Tract 646,Laurelton,21,10,203,82,79,87,96,192,drove_alone
Census Tract 650,Laurelton,30,0,69,88,113,169,23,389,drove_alone
Census Tract 654.01,Rosedale,66,0,125,91,196,143,58,211,drove_alone
Census Tract 654.02,Rosedale,0,0,0,0,0,0,0,5,drove_alone
Census Tract 656,Rosedale,138,33,103,143,182,125,145,320,drove_alone
Census Tract 657.02,Middle Village,9,9,9,28,55,22,0,104,drove_alone
Census Tract 657.03,Middle Village,76,18,79,357,44,126,64,217,drove_alone
Census Tract 659,Middle Village,4,3,9,54,48,52,0,163,drove_alone
Census Tract 660,Rosedale,13,0,129,37,244,134,34,200,drove_alone
Census Tract 661,Middle Village,12,11,52,16,41,18,33,97,drove_alone
Census Tract 663.01,Middle Village,30,10,53,29,73,25,21,256,drove_alone
Census Tract 664.01,Rosedale,85,0,60,46,9,7,23,176,drove_alone
Census Tract 664.02,Rosedale,74,63,10,51,30,181,158,374,drove_alone
Census Tract 664.03,Rosedale,71,64,36,112,360,297,226,405,drove_alone
Census Tract 665.01,Middle Village,28,0,124,55,85,191,22,272,drove_alone
Census Tract 667.01,Middle Village,0,0,0,176,41,128,54,94,drove_alone
Census Tract 669,Middle Village,0,13,48,5,42,40,0,109,drove_alone
Census Tract 671,Middle Village,32,36,35,20,64,95,51,297,drove_alone
Census Tract 677,Middle Village,0,7,17,15,30,13,44,261,drove_alone
Census Tract 679,Middle Village,0,44,54,79,183,38,125,172,drove_alone
Census Tract 680,Springfield Gardens South,135,99,56,171,246,157,139,434,drove_alone
Census Tract 682,Laurelton,3,25,18,77,52,33,28,73,drove_alone
Census Tract 683,Elmhurst,28,0,48,62,116,40,27,70,drove_alone
Census Tract 687,Rego Park,48,54,30,33,62,29,35,75,drove_alone
Census Tract 690,Springfield Gardens South,52,0,38,107,216,75,62,170,drove_alone
Census Tract 693,Rego Park,114,68,83,1,94,43,30,150,drove_alone
Census Tract 694,Springfield Gardens South,109,8,0,93,120,137,63,366,drove_alone
Census Tract 695,Rego Park,23,10,16,7,33,28,4,202,drove_alone
Census Tract 697.01,Rego Park,54,22,14,51,0,212,48,149,drove_alone
Census Tract 697.02,Rego Park,70,8,53,63,31,133,48,267,drove_alone
Census Tract 703,Rego Park,16,0,4,3,20,40,14,161,drove_alone
Census Tract 707,Forest Hills,42,0,26,11,87,60,48,182,drove_alone
Census Tract 709,Forest Hills,30,0,20,38,52,61,0,139,drove_alone
Census Tract 711,Forest Hills,21,0,16,0,17,132,90,365,drove_alone
Census Tract 713.03,Forest Hills,18,22,0,0,46,144,40,387,drove_alone
Census Tract 713.04,Forest Hills,19,0,59,63,19,18,17,497,drove_alone
Census Tract 713.05,Forest Hills,12,0,0,13,44,113,14,218,drove_alone
Census Tract 713.06,Forest Hills,34,38,0,33,35,167,58,216,drove_alone
Census Tract 717.01,Rego Park,0,0,23,13,19,12,12,198,drove_alone
Census Tract 717.02,Rego Park,71,6,10,0,21,51,29,195,drove_alone
Census Tract 719,Forest Hills,34,17,37,21,15,138,78,73,drove_alone
Census Tract 721,Forest Hills,0,0,0,49,0,120,0,116,drove_alone
Census Tract 723,Forest Hills,0,6,0,0,15,8,4,169,drove_alone
Census Tract 729,Forest Hills,41,0,14,6,33,0,0,28,drove_alone
Census Tract 731,Forest Hills,0,0,14,14,57,43,54,108,drove_alone
Census Tract 737,Forest Hills,0,0,0,0,0,46,6,116,drove_alone
Census Tract 739,Forest Hills,2,31,0,56,177,15,0,537,drove_alone
Census Tract 741,Forest Hills,0,9,69,28,13,7,16,240,drove_alone
Census Tract 743,Forest Hills,13,49,145,201,84,116,43,236,drove_alone
Census Tract 745,Forest Hills,83,11,111,30,94,32,190,129,drove_alone
Census Tract 747,Forest Hills,6,18,58,0,43,36,105,179,drove_alone
Census Tract 749,Forest Hills,0,0,5,0,0,6,6,111,drove_alone
Census Tract 757.01,Forest Hills,0,8,34,61,17,44,51,391,drove_alone
Census Tract 757.02,Forest Hills,0,12,290,61,41,10,9,233,drove_alone
Census Tract 769.01,Forest Hills,17,9,0,0,62,89,10,361,drove_alone
Census Tract 769.02,Forest Hills,0,0,0,32,0,28,0,48,drove_alone
Census Tract 773,Kew Gardens,0,0,0,52,0,54,44,91,drove_alone
Census Tract 775,Kew Gardens,40,24,64,0,43,75,13,331,drove_alone
Census Tract 779.02,Kew Gardens Hills,58,48,72,55,95,74,162,512,drove_alone
Census Tract 779.03,Kew Gardens Hills,38,41,104,0,78,127,32,250,drove_alone
Census Tract 779.04,Kew Gardens Hills,25,111,66,98,111,229,140,302,drove_alone
Census Tract 779.05,Kew Gardens Hills,58,13,95,213,35,34,50,149,drove_alone
Census Tract 779.06,Kew Gardens Hills,85,49,58,89,17,67,50,119,drove_alone
Census Tract 779.07,Kew Gardens Hills,25,28,104,86,20,62,0,195,drove_alone
Census Tract 779.08,Kew Gardens Hills,67,31,68,57,43,50,30,100,drove_alone
Census Tract 788,Baisley Park,21,12,38,69,95,198,0,145,drove_alone
Census Tract 790,Baisley Park,37,7,19,48,41,188,44,209,drove_alone
Census Tract 792,Baisley Park,12,59,53,130,220,124,18,233,drove_alone
Census Tract 797.01,Flushing,0,15,89,61,47,84,0,137,drove_alone
Census Tract 797.02,Flushing,19,54,319,1,70,22,55,92,drove_alone
Census Tract 799,Queensboro Hill,75,25,48,80,41,51,11,100,drove_alone
Census Tract 803.01,Queensboro Hill,12,9,151,58,62,64,9,106,drove_alone
Census Tract 803.02,Queensboro Hill,28,25,219,0,62,21,35,142,drove_alone
Census Tract 809,Kew Gardens Hills,82,78,89,71,89,93,61,561,drove_alone
Census Tract 814,South Ozone Park,64,43,131,78,358,199,122,394,drove_alone
Census Tract 818,South Ozone Park,14,46,118,161,127,96,170,186,drove_alone
Census Tract 837,Queensboro Hill,16,61,172,177,243,49,71,192,drove_alone
Census Tract 838,South Ozone Park,173,106,158,214,274,293,71,289,drove_alone
Census Tract 840,South Ozone Park,62,35,183,219,162,199,177,503,drove_alone
Census Tract 845,Flushing,25,1,170,80,139,0,9,6,drove_alone
Census Tract 846.01,South Ozone Park,24,0,83,100,68,108,61,183,drove_alone
Census Tract 846.02,South Ozone Park,15,6,56,0,79,5,0,40,drove_alone
Census Tract 849.01,Flushing,10,0,0,78,0,12,0,17,drove_alone
Census Tract 849.02,Flushing,0,0,0,0,11,0,0,56,drove_alone
Census Tract 853,Flushing,18,5,75,0,26,101,0,195,drove_alone
Census Tract 855,Flushing,0,61,17,26,38,36,34,18,drove_alone
Census Tract 857,Flushing,0,22,63,55,52,41,0,49,drove_alone
Census Tract 859,Flushing,29,42,94,28,18,57,46,66,drove_alone
Census Tract 861,East Flushing,0,1,33,30,53,0,0,35,drove_alone
Census Tract 863,Murray Hill-Queens,19,17,127,73,74,57,54,83,drove_alone
Census Tract 864,South Ozone Park,44,18,41,69,70,164,83,171,drove_alone
Census Tract 865,Flushing,0,0,0,55,84,17,0,0,drove_alone
Census Tract 869,Flushing,0,0,12,15,28,23,13,32,drove_alone
Census Tract 871,Flushing,14,0,50,62,72,23,27,40,drove_alone
Census Tract 884,Howard Beach,228,51,236,309,298,389,89,1087,drove_alone
Census Tract 889.02,Flushing,0,45,48,0,0,17,0,249,drove_alone
Census Tract 889.03,Flushing,100,1,174,57,156,186,85,80,drove_alone
Census Tract 892.01,Howard Beach,54,150,112,183,21,379,28,1413,drove_alone
Census Tract 907,College Point,7,53,39,54,30,63,29,53,drove_alone
Census Tract 916.03,Breezy Point/Fort Tilden/Riis Beach,26,37,35,78,75,93,57,634,drove_alone
Census Tract 919,College Point,32,22,157,161,155,81,121,307,drove_alone
Census Tract 922,Rockaway Park,34,26,21,51,40,101,99,407,drove_alone
Census Tract 925,College Point,72,6,96,174,125,18,8,36,drove_alone
Census Tract 928,Rockaway Park,61,14,68,119,71,105,93,484,drove_alone
Census Tract 929,College Point,78,39,73,499,290,378,132,290,drove_alone
Census Tract 934.01,Rockaway Park,124,28,82,46,164,154,34,412,drove_alone
Census Tract 934.02,Rockaway Park,56,46,33,142,98,123,89,620,drove_alone
Census Tract 938,Rockaway Park,56,21,63,57,246,57,104,159,drove_alone
Census Tract 939,College Point,118,74,144,303,210,320,137,405,drove_alone
Census Tract 942.01,Rockaway Park,0,15,21,108,60,133,116,278,drove_alone
Census Tract 942.02,Hammels/Arverne,132,12,128,26,157,168,133,328,drove_alone
Census Tract 942.03,Hammels/Arverne,0,59,88,109,466,198,0,368,drove_alone
Census Tract 945,College Point,104,39,112,47,131,94,11,303,drove_alone
Census Tract 947,College Point,18,0,82,93,102,58,10,44,drove_alone
Census Tract 954,Hammels/Arverne,35,59,65,100,166,178,21,266,drove_alone
Census Tract 964,Hammels/Arverne,59,53,142,147,147,100,421,492,drove_alone
Census Tract 972.02,Hammels/Arverne,39,8,28,46,55,43,0,8,drove_alone
Census Tract 972.04,Hammels/Arverne,51,0,56,29,29,127,36,117,drove_alone
Census Tract 972.05,Hammels/Arverne,63,34,134,207,13,17,0,63,drove_alone
Census Tract 972.06,Hammels/Arverne,3,0,0,0,150,0,0,154,drove_alone
Census Tract 973,Whitestone,48,77,38,65,94,58,23,262,drove_alone
Census Tract 981,Whitestone,39,24,42,79,110,74,47,250,drove_alone
Census Tract 987,Whitestone,100,50,82,71,71,160,12,287,drove_alone
Census Tract 991,Whitestone,212,57,163,33,98,73,147,884,drove_alone
Census Tract 992,Hammels/Arverne,40,62,145,92,86,44,182,227,drove_alone
Census Tract 997.01,Bay Terrace/Fort Totten,47,10,28,80,115,125,81,323,drove_alone
Census Tract 997.03,Bay Terrace/Fort Totten,36,47,60,0,36,77,14,652,drove_alone
Census Tract 997.04,Bay Terrace/Fort Totten,69,18,200,50,171,193,161,659,drove_alone
Census Tract 997.05,Bay Terrace/Fort Totten,41,57,56,11,212,16,42,321,drove_alone
Census Tract 998.01,Far Rockaway,281,124,106,456,421,267,175,163,drove_alone
Census Tract 998.02,Far Rockaway,126,23,68,93,133,182,22,336,drove_alone
Census Tract 1008.01,Jamaica Bay,27,45,105,89,111,44,11,252,drove_alone
Census Tract 1008.03,Far Rockaway,121,0,57,124,127,149,0,80,drove_alone
Census Tract 1008.04,Far Rockaway,25,117,46,141,82,172,0,493,drove_alone
Census Tract 1010.02,Far Rockaway,73,14,60,78,83,92,41,431,drove_alone
Census Tract 1010.03,Far Rockaway,0,0,65,105,0,51,56,262,drove_alone
Census Tract 1010.04,Far Rockaway,20,0,112,0,171,136,0,198,drove_alone
Census Tract 1017,Bay Terrace/Fort Totten,157,32,18,275,128,136,84,572,drove_alone
Census Tract 1029,Whitestone,67,16,121,0,103,107,101,470,drove_alone
Census Tract 1032.01,Far Rockaway,121,88,78,133,98,187,29,99,drove_alone
Census Tract 1032.02,Far Rockaway,8,79,50,254,539,246,57,344,drove_alone
Census Tract 1033,Whitestone,118,84,231,86,241,159,41,352,drove_alone
Census Tract 1039,Whitestone,127,91,197,279,199,396,63,441,drove_alone
Census Tract 1047,Murray Hill-Queens,88,108,335,76,532,41,30,305,drove_alone
Census Tract 1059,Murray Hill-Queens,59,18,58,147,53,108,158,339,drove_alone
Census Tract 1072.01,Jamaica Bay,24,50,39,8,113,85,61,391,drove_alone
Census Tract 1085,Bayside,30,17,53,141,104,13,14,207,drove_alone
Census Tract 1093,Bayside,35,18,58,69,47,53,27,348,drove_alone
Census Tract 1097,Bayside,33,0,34,29,17,34,0,214,drove_alone
Census Tract 1099,Bayside,79,36,36,8,114,113,76,318,drove_alone
Census Tract 1113,Bayside,55,21,77,25,64,26,29,185,drove_alone
Census Tract 1123,Bayside,38,13,30,38,85,61,61,187,drove_alone
Census Tract 1129,Bayside,27,11,21,47,61,33,10,388,drove_alone
Census Tract 1133,Bayside,58,10,21,20,75,67,41,103,drove_alone
Census Tract 1139,Auburndale,42,49,56,52,120,128,77,279,drove_alone
Census Tract 1141,Murray Hill-Queens,54,0,59,62,52,29,43,305,drove_alone
Census Tract 1147,Murray Hill-Queens,14,24,26,31,22,13,28,86,drove_alone
Census Tract 1151,Murray Hill-Queens,8,0,43,13,24,53,22,81,drove_alone
Census Tract 1155,Murray Hill-Queens,11,4,92,21,64,38,16,81,drove_alone
Census Tract 1157,Murray Hill-Queens,0,60,49,84,191,91,22,54,drove_alone
Census Tract 1159,Murray Hill-Queens,34,1,99,117,34,59,183,249,drove_alone
Census Tract 1161,Flushing,28,47,37,42,43,52,0,24,drove_alone
Census Tract 1163.01,Murray Hill-Queens,0,0,37,229,116,0,0,34,drove_alone
Census Tract 1163.02,Murray Hill-Queens,21,0,51,112,19,0,51,81,drove_alone
Census Tract 1167,Murray Hill-Queens,7,30,53,0,24,15,0,20,drove_alone
Census Tract 1171,Murray Hill-Queens,21,31,74,59,23,35,13,168,drove_alone
Census Tract 1175,Murray Hill-Queens,123,18,106,47,63,73,68,212,drove_alone
Census Tract 1181,Auburndale,46,43,34,26,33,72,52,126,drove_alone
Census Tract 1185,East Flushing,0,42,15,16,51,57,23,15,drove_alone
Census Tract 1187,East Flushing,0,0,77,2,48,60,0,73,drove_alone
Census Tract 1189,East Flushing,7,4,71,92,46,27,27,26,drove_alone
Census Tract 1191,East Flushing,26,49,180,40,52,255,9,35,drove_alone
Census Tract 1193,East Flushing,65,12,38,82,51,59,27,88,drove_alone
Census Tract 1195,East Flushing,16,7,22,23,53,21,9,98,drove_alone
Census Tract 1199,East Flushing,22,46,40,23,33,25,13,48,drove_alone
Census Tract 1201,East Flushing,0,19,43,8,64,7,38,27,drove_alone
Census Tract 1203,East Flushing,24,29,31,5,14,41,20,17,drove_alone
Census Tract 1205,East Flushing,7,5,17,55,11,23,112,38,drove_alone
Census Tract 1207.01,East Flushing,18,14,60,330,86,64,49,297,drove_alone
Census Tract 1215,Queensboro Hill,84,37,51,78,77,84,92,357,drove_alone
Census Tract 1223,Hillcrest/Pomonok,59,58,30,452,14,86,53,175,drove_alone
Census Tract 1227.02,Hillcrest/Pomonok,59,50,12,92,390,94,21,24,drove_alone
Census Tract 1227.03,Hillcrest/Pomonok,33,30,108,254,92,178,96,510,drove_alone
Census Tract 1227.04,Hillcrest/Pomonok,0,0,71,34,47,143,85,112,drove_alone
Census Tract 1241,Hillcrest/Pomonok,27,51,24,26,79,51,9,157,drove_alone
Census Tract 1247,Hillcrest/Pomonok,62,92,109,46,86,57,37,235,drove_alone
Census Tract 1257,Kew Gardens Hills,15,46,81,122,63,90,21,98,drove_alone
Census Tract 1265,Hillcrest/Pomonok,6,0,14,55,28,51,8,202,drove_alone
Census Tract 1267,Hillcrest/Pomonok,158,124,53,41,82,30,57,153,drove_alone
Census Tract 1277,Jamaica Estates,105,27,0,59,31,25,12,445,drove_alone
Census Tract 1291.02,Oakland Gardens,12,48,51,49,171,105,74,424,drove_alone
Census Tract 1291.03,Oakland Gardens,108,0,76,93,52,272,65,356,drove_alone
Census Tract 1291.04,Oakland Gardens,34,32,22,160,46,357,74,456,drove_alone
Census Tract 1301,Bellerose,85,8,105,180,87,125,65,304,drove_alone
Census Tract 1333,Fresh Meadows,35,27,192,26,152,25,28,222,drove_alone
Census Tract 1339,Fresh Meadows,0,34,0,26,8,20,0,128,drove_alone
Census Tract 1341,Fresh Meadows,65,17,36,84,151,49,19,205,drove_alone
Census Tract 1347.01,Fresh Meadows,48,38,21,174,111,215,54,324,drove_alone
Census Tract 1347.02,Fresh Meadows,0,111,96,39,177,228,44,352,drove_alone
Census Tract 1367,Oakland Gardens,77,234,92,117,357,172,159,397,drove_alone
Census Tract 1377,Oakland Gardens,23,0,182,127,249,141,161,664,drove_alone
Census Tract 1385.01,Oakland Gardens,203,87,157,286,82,224,66,338,drove_alone
Census Tract 1385.02,Douglaston,4,0,0,0,0,0,0,0,drove_alone
Census Tract 1399,Bayside,29,0,36,26,19,46,25,177,drove_alone
Census Tract 1403,Bayside,26,16,38,14,65,36,37,109,drove_alone
Census Tract 1409.01,Bayside,0,10,33,47,60,14,8,143,drove_alone
Census Tract 1409.02,Auburndale,33,43,88,89,31,85,5,154,drove_alone
Census Tract 1417,Auburndale,71,84,167,134,158,94,38,274,drove_alone
Census Tract 1429,Auburndale,46,67,222,191,45,115,74,264,drove_alone
Census Tract 1435,Bayside,37,25,39,79,117,104,34,174,drove_alone
Census Tract 1441,Bayside,42,0,151,63,130,120,31,302,drove_alone
Census Tract 1447,Bayside,33,137,52,107,91,100,26,96,drove_alone
Census Tract 1451.01,Auburndale,17,6,121,9,16,37,0,59,drove_alone
Census Tract 1451.02,Bayside,34,16,68,137,98,82,22,195,drove_alone
Census Tract 1459,Auburndale,47,38,27,88,85,209,59,200,drove_alone
Census Tract 1463,Bayside,24,63,33,51,63,32,0,127,drove_alone
Census Tract 1467,Bayside,17,41,73,29,61,0,51,418,drove_alone
Census Tract 1471,Bayside,37,62,83,42,115,11,51,277,drove_alone
Census Tract 1479,Douglaston,39,43,42,106,141,199,95,323,drove_alone
Census Tract 1483,Douglaston,119,16,21,88,23,20,10,210,drove_alone
Census Tract 1507.01,Douglaston,15,57,35,29,47,132,129,447,drove_alone
Census Tract 1507.02,Douglaston,28,74,12,39,184,93,16,239,drove_alone
Census Tract 1529.01,Douglaston,37,55,143,69,398,245,105,560,drove_alone
Census Tract 1529.02,Douglaston,131,89,23,205,98,510,56,818,drove_alone
Census Tract 1551.01,Glen Oaks,0,0,0,0,11,38,0,194,drove_alone
Census Tract 1551.03,Glen Oaks,32,77,133,69,214,369,69,1055,drove_alone
Census Tract 1551.04,Glen Oaks,14,13,19,19,154,107,0,557,drove_alone
Census Tract 1567,Bellerose,76,0,33,17,22,61,17,84,drove_alone
Census Tract 1571.01,Bellerose,227,96,93,61,416,629,368,776,drove_alone
Census Tract 1571.02,Bellerose,54,52,43,45,88,45,37,150,drove_alone
Census Tract 1579.01,Glen Oaks,69,45,160,105,263,428,125,615,drove_alone
Census Tract 1579.02,Glen Oaks,47,5,90,96,183,314,8,348,drove_alone
Census Tract 1579.03,Glen Oaks,124,99,121,149,198,83,79,481,drove_alone
Census Tract 1617,Bellerose,62,153,170,92,140,206,49,359,drove_alone
Census Tract 1621,Bellerose,114,67,128,86,279,393,174,482,drove_alone
Census Tract 3,Saint George/New Brighton,0,0,5,41,43,44,41,152,drove_alone
Census Tract 6,Stapleton,89,24,48,0,96,84,27,142,drove_alone
Census Tract 7,Saint George/New Brighton,0,0,152,140,77,92,137,186,drove_alone
Census Tract 8,Stapleton,23,144,81,68,117,195,37,175,drove_alone
Census Tract 9,Saint George/New Brighton,24,0,0,35,13,1,29,85,drove_alone
Census Tract 11,Saint George/New Brighton,0,0,8,63,81,91,10,52,drove_alone
Census Tract 17,Stapleton,18,8,41,0,74,3,0,54,drove_alone
Census Tract 18,Arrochar/Fort Wadsworth,23,5,0,33,42,4,11,43,drove_alone
Census Tract 20.01,Stapleton,9,8,111,33,177,117,11,282,drove_alone
Census Tract 20.02,Arrochar/Fort Wadsworth,24,46,19,11,70,50,44,270,drove_alone
Census Tract 21,Stapleton,1,17,176,7,147,126,137,135,drove_alone
Census Tract 27,Stapleton,0,0,35,93,10,6,0,15,drove_alone
Census Tract 29,Stapleton,114,38,85,117,156,82,70,68,drove_alone
Census Tract 33,Grymes Hill/Clifton,24,51,31,96,197,120,47,240,drove_alone
Census Tract 36,Stapleton,53,22,57,115,78,220,71,381,drove_alone
Census Tract 39,Grymes Hill/Clifton,43,33,0,86,81,110,35,244,drove_alone
Census Tract 40.01,Grymes Hill/Clifton,0,193,71,83,33,89,117,65,drove_alone
Census Tract 40.02,Grymes Hill/Clifton,22,40,118,0,137,265,27,184,drove_alone
Census Tract 40.03,Grymes Hill/Clifton,0,25,70,0,161,67,0,0,drove_alone
Census Tract 40.04,Grymes Hill/Clifton,5,0,0,196,214,36,0,170,drove_alone
Census Tract 47,Grymes Hill/Clifton,48,0,39,0,71,53,0,253,drove_alone
